issn_linking,issn_print,issn_electronic,nlm_indexed,nlm_indexed_subset,title
1868-8497,1868-8497,1868-8500,Y,IM,Horm Cancer
2154-2287,2154-2287,2154-2317,Y,IM,IEEE Pulse
2040-7939,2040-7939,2040-7947,Y,IM,Int J Numer Method Biomed Eng
2042-6372,NA,2042-6372,Y,IM,Int J Med Educ
2008-6520,2008-6520,2008-6814,Y,IM,Int J Occup Environ Med
1878-1241,1878-1241,1878-1292,Y,IM,Int J Orthop Trauma Nurs
2090-1402,2090-1402,2090-1410,Y,IM,Int J Surg Oncol
0937-3462,0937-3462,1433-3023,Y,IM,Int Urogynecol J
NA,NA,2041-1480,Y,IM,J Biomed Semantics
2190-5991,2190-5991,2190-6009,Y,IM,J Cachexia Sarcopenia Muscle
2040-1744,2040-1744,2040-1752,Y,IM,J Dev Orig Health Dis
2040-1116,2040-1116,2040-1124,Y,IM,J Diabetes Investig
1879-4068,1879-4068,1879-4076,Y,IM,J Geriatr Oncol
1868-6974,1868-6974,1868-6982,Y,IM,J Hepatobiliary Pancreat Sci
2041-1618,2041-1618,2041-1626,Y,IM,J Investig Clin Dent
2090-0708,2090-0708,2090-0716,Y,IM,J Obes
1948-7185,NA,1948-7185,Y,IM,J Phys Chem Lett
1836-9561,1836-9553,1836-9561,Y,IM,J Physiother
2000-6764,2000-656X,2000-6764,Y,IM,J Plast Surg Hand Surg
NA,NA,2561-8741,Y,IM,J Popul Ther Clin Pharmacol
2090-2727,2090-2727,2090-2735,Y,IM,J Pregnancy
2150-1319,2150-1319,2150-1327,Y,IM,J Prim Care Community Health
1878-7886,NA,1878-7886,Y,IM,J Visc Surg
NA,NA,2150-7511,Y,IM,MBio
NA,NA,2040-2392,Y,IM,Mol Autism
1868-1743,1868-1743,1868-1751,Y,IM,Mol Inform
2041-1006,2041-1006,2041-1014,Y,D,Mol Oral Microbiol
2035-5114,2035-5106,2035-5114,Y,IM,Musculoskelet Surg
2041-1723,NA,2041-1723,Y,IM,Nat Commun
1949-1034,1949-1034,1949-1042,Y,IM,Nucleus
1949-2723,1949-2715,1949-2723,Y,IM,Personal Disord
2155-7780,2155-7772,2155-7780,Y,IM,Prim Care Companion CNS Disord
1674-800X,1674-800X,1674-8018,Y,IM,Protein Cell
2090-1844,2090-1836,2090-1844,Y,IM,Pulm Med
1759-2879,1759-2879,1759-2887,Y,IM,Res Synth Methods
1674-7305,1674-7305,1869-1889,Y,IM,Sci China Life Sci
1877-5756,1877-5756,1877-5764,Y,IM,Sex Reprod Healthc
2154-1248,2154-1248,2154-1256,Y,IM,Small GTPases
1757-6512,NA,1757-6512,Y,IM,Stem Cell Res Ther
2041-5990,2041-5990,2041-6008,Y,IM,Ther Deliv
1759-7706,1759-7706,1759-7714,Y,IM,Thorac Cancer
1877-959X,1877-959X,1877-9603,Y,IM,Ticks Tick Borne Dis
2154-1272,2154-1264,2154-1272,Y,IM,Transcription
1868-4483,1868-4483,1868-601X,Y,IM,Transl Stroke Res
2038-131X,2038-131X,2038-3312,Y,IM,Updates Surg
2150-5594,2150-5594,2150-5608,Y,IM,Virulence
2094-7321,2094-7321,2094-7313,Y,IM,Western Pac Surveill Response J
1939-5078,1939-5078,1939-5086,Y,IM,Wiley Interdiscip Rev Cogn Sci
1757-7004,1757-7004,1757-7012,Y,IM,Wiley Interdiscip Rev RNA
2150-1351,2150-1351,2150-136X,Y,IM,World J Pediatr Congenit Heart Surg
1878-8750,1878-8750,1878-8769,Y,IM,World Neurosurg
1876-2859,1876-2859,1876-2867,Y,IM,Acad Pediatr
1944-8244,1944-8244,1944-8252,Y,IM,ACS Appl Mater Interfaces
2071-2928,2071-2928,2071-2936,Y,IM,Afr J Prim Health Care Fam Med
NA,NA,1758-9193,Y,IM,Alzheimers Res Ther
1945-8932,1945-8924,1945-8932,Y,IM,Am J Rhinol Allergy
1877-0657,1877-0657,1877-0665,Y,IM,Ann Phys Rehabil Med
1941-0611,1941-1405,1941-0611,Y,IM,Ann Rev Mar Sci
1869-0327,NA,1869-0327,Y,IM,Appl Clin Inform
1758-0854,1758-0846,1758-0854,Y,IM,Appl Psychol Health Well Being
1758-5864,1758-5864,1758-5872,Y,IM,Asia Pac Psychiatry
1759-0914,NA,1759-0914,Y,IM,ASN Neuro
1943-3921,1943-3921,1943-393X,Y,IM,Atten Percept Psychophys
1757-6180,1757-6180,1757-6199,Y,IM,Bioanalysis
1758-5082,1758-5082,1758-5090,Y,IM,Biofabrication
1877-7821,1877-7821,1877-783X,Y,IM,Cancer Epidemiol
1877-9182,1877-9182,1877-9190,Y,IM,Card Electrophysiol Clin
1947-6035,1947-6035,1947-6043,Y,IM,Cartilage
2005-291X,2005-291X,2005-4408,Y,IM,Clin Orthop Surg
1943-0264,NA,1943-0264,Y,IM,Cold Spring Harb Perspect Biol
1559-6095,1940-3402,1559-6095,Y,IM,Cold Spring Harb Protoc
2160-4762,NA,2160-4762,Y,IM,Curr Protoc Chem Biol
1877-1297,1877-1297,1877-1300,Y,IM,Curr Pharm Teach Learn
1758-0463,NA,1758-0463,Y,IM,Database (Oxford)
1942-7603,1942-7603,1942-7611,Y,IM,Drug Test  Anal
1757-4676,1757-4676,1757-4684,Y,IM,EMBO Mol Med
1758-2229,NA,1758-2229,Y,IM,Environ Microbiol Rep
1878-0067,1755-4365,1878-0067,Y,IM,Epidemics
2092-7193,NA,2092-7193,Y,IM,Epidemiol Health
1750-192X,1750-1911,1750-192X,Y,IM,Epigenomics
1867-0334,1867-0334,1867-0342,Y,IM,Food Environ Virol
1945-0494,1945-0494,1945-0508,Y,IM,Front Biosci (Elite Ed)
1093-4715,NA,1093-4715,Y,IM,Front Biosci (Landmark Ed)
1945-0516,1945-0516,1945-0524,Y,IM,Front Biosci (Schol Ed)
1756-8919,1756-8919,1756-8927,Y,IM,Future Med Chem
1945-0257,1945-0265,1945-0257,Y,IM,Genet Test Mol Biomarkers
1759-6653,NA,1759-6653,Y,IM,Genome Biol Evol
1756-994X,NA,1756-994X,Y,IM,Genome Med
1757-9759,1757-9759,1757-9767,Y,IM,Glob Health Promot
1889-1837,1889-1837,1989-4805,Y,IM,Hipertens Riesgo Vasc
1750-743X,1750-743X,1750-7448,Y,IM,Immunotherapy
1757-9694,1757-9694,1757-9708,Y,IM,Integr Biol (Camb)
1867-1462,1913-2751,1867-1462,Y,IM,Interdiscip Sci
1876-3405,1876-3413,1876-3405,Y,IM,Int Health
1674-2818,1674-2818,2049-3169,Y,IM,Int J Oral Sci
1944-0391,1944-0391,1944-0405,Y,IM,Int Perspect Sex Reprod Health
1938-2014,1938-2014,1938-2022,Y,IM,Islets
1867-1071,1867-1071,1867-108X,Y,IM,Jpn J Radiol
1948-8270,1944-6586,1948-8270,Y,IM,J Bronchology Interv Pulmonol
1753-0407,1753-0393,1753-0407,Y,IM,J Diabetes
1687-9805,1687-9805,1687-9813,Y,IM,J Environ Public Health
1949-8357,1949-8349,1949-8357,Y,IM,J Grad Med Educ
2008-2053,2008-2053,2008-4072,Y,IM,J Inj Violence Res
1662-811X,1662-811X,1662-8128,Y,IM,J Innate Immun
1759-4685,1674-2788,1759-4685,Y,IM,J Mol Cell Biol
1866-1947,1866-1947,1866-1955,Y,IM,J Neurodev Disord
1759-8478,1759-8478,1759-8486,Y,IM,J Neurointerv Surg
1172-6156,1172-6164,1172-6156,Y,IM,J Prim Health Care
1883-1958,1883-1958,2212-4632,Y,IM,J Prosthodont Res
1946-5858,1946-584X,1946-5858,Y,IM,J Stud Alcohol Drugs Suppl
2005-6419,2005-6419,2005-7563,Y,IM,Korean J Anesthesiol
2005-727X,2005-727X,2005-7288,Y,IM,Korean J Med Educ
1757-5664,1757-5664,1757-5672,Y,IM,Low Urin Tract Symptoms
1942-0862,1942-0862,1942-0870,Y,IM,MAbs
1756-5901,1756-5901,1756-591X,Y,IM,Metallomics
1947-6108,1947-6094,1947-6108,Y,IM,Methodist Debakey Cardiovasc J
2040-3364,2040-3364,2040-3372,Y,IM,Nanoscale
1755-4330,1755-4330,1755-4349,Y,IM,Nat Chem
1759-5002,1759-5002,1759-5010,Y,IM,Nat Rev Cardiol
1759-4774,1759-4774,1759-4782,Y,IM,Nat Rev Clin Oncol
1759-5029,1759-5029,1759-5037,Y,IM,Nat Rev Endocrinol
1759-5045,1759-5045,1759-5053,Y,IM,Nat Rev Gastroenterol Hepatol
1759-5061,1759-5061,1759-507X,Y,IM,Nat Rev Nephrol
1759-4758,1759-4758,1759-4766,Y,IM,Nat Rev Neurol
1759-4790,1759-4790,1759-4804,Y,IM,Nat Rev Rheumatol
1759-4812,1759-4812,1759-4820,Y,IM,Nat Rev Urol
2072-6643,NA,2072-6643,Y,IM,Nutrients
1757-7853,1757-7853,1757-7861,Y,IM,Orthop Surg
1877-0568,NA,1877-0568,Y,IM,Orthop Traumatol Surg Res
1757-9147,1757-9139,1757-9147,Y,IM,Perspect Public Health
2075-2164,2075-2164,2075-2504,Y,IM,Pharmeur Bio Sci Notes
1934-1482,1934-1482,1934-1563,Y,IM,PM R
1867-1306,1867-1306,1867-1314,Y,IM,Probiotics Antimicrob Proteins
1942-969X,1942-9681,1942-969X,Y,IM,Psychol Trauma
1876-1429,2212-7984,1876-1429,Y,IM,Recent Pat Food Nutr Agric
1877-8860,1877-8860,1877-8879,Y,IM,Scand J Pain
1946-6234,1946-6234,1946-6242,Y,IM,Sci Transl Med
1877-5845,1877-5845,1877-5853,Y,IM,Spat Spatiotemporal Epidemiol
1941-0921,1941-7381,1941-0921,Y,IM,Sports Health
1756-8757,1756-8757,1756-8765,Y,IM,Top Cogn Sci
2072-6651,NA,2072-6651,Y,IM,Toxins (Basel)
1999-4915,NA,1999-4915,Y,IM,Viruses
1939-005X,1939-5094,1939-005X,Y,IM,Wiley Interdiscip Rev Syst Biol Med
1755-3784,1755-3776,1755-3784,Y,IM,Acta Ophthalmol Suppl (Oxf )
1755-375X,1755-375X,1755-3768,Y,IM,Acta Ophthalmol
1876-1623,1876-1623,1876-1631,Y,IM,Adv Protein Chem Struct Biol
1945-4589,NA,1945-4589,Y,IM,Aging (Albany NY)
1941-5923,NA,1941-5923,Y,IM,Am J Case Rep
1936-1327,1936-1327,1936-1335,Y,IM,Annu Rev Anal Chem (Palo Alto Calif)
1936-122X,1936-122X,1936-1238,Y,IM,Annu Rev Biophys
NA,1858-554X,NA,Y,IM,Arab J Nephrol Transplant
1875-2128,1875-2136,1875-2128,Y,IM,Arch Cardiovasc Dis
1758-5902,1758-5902,1758-5910,Y,IM,Asian J Endosc Surg
1876-2018,1876-2018,1876-2026,Y,IM,Asian J Psychiatr
1866-6116,1866-6116,1866-6647,Y,IM,Atten Defic Hyperact Disord
1939-3806,1939-3792,1939-3806,Y,IM,Autism Res
1948-5565,1948-5565,1948-5573,Y,IM,Biodemography Soc Biol
1947-5543,1947-5535,1947-5543,Y,IM,Biopreserv Biobank
1976-6696,1976-6696,1976-670X,Y,IM,BMB Rep
1755-8794,NA,1755-8794,Y,IM,BMC Med Genomics
1756-0500,NA,1756-0500,Y,IM,BMC Res Notes
1757-790X,NA,1757-790X,Y,IM,BMJ Case Rep
1876-4754,1935-861X,1876-4754,Y,IM,Brain Stimul
1755-6171,1755-6171,1755-618X,Y,QIS,Can Rev Sociol
1940-6215,1940-6207,1940-6215,Y,IM,Cancer Prev Res (Phila)
1755-5914,1755-5914,1755-5922,Y,IM,Cardiovasc Ther
1864-5631,1864-5631,1864-564X,Y,IM,ChemSusChem
1941-3084,1941-3149,1941-3084,Y,IM,Circ Arrhythm Electrophysiol
1941-9651,1941-9651,1942-0080,Y,IM,Circ Cardiovasc Imaging
1941-7640,1941-7640,1941-7632,Y,IM,Circ Cardiovasc Interv
1941-7713,1941-7713,1941-7705,Y,IM,Circ Cardiovasc Qual Outcomes
1941-3289,1941-3289,1941-3297,Y,IM,Circ Heart Fail
1752-8054,1752-8054,1752-8062,Y,IM,Clin Transl Sci
1865-7265,1865-7257,1865-7265,Y,IM,Clin J Gastroenterol
1755-5930,1755-5930,1755-5949,Y,IM,CNS Neurosci Ther
1874-6098,1874-6098,1874-6128,Y,IM,Curr Aging Sci
1874-4672,1874-4672,1874-4702,Y,IM,Curr Mol Pharmacol
1874-4710,1874-4710,1874-4729,Y,IM,Curr Radiopharm
1876-7583,1936-6574,1876-7583,Y,IM,Disabil Health J
1754-8403,1754-8403,1754-8411,Y,IM,Dis Model Mech
1756-8935,NA,1756-8935,Y,IM,Epigenetics Chromatin
1973-9087,1973-9087,1973-9095,Y,IM,Eur J Phys Rehabil Med
1747-4094,1747-4086,1747-4094,Y,IM,Expert Rev Hematol
1944-0057,1944-0049,1944-0057,Y,IM,Food Addit Contam Part A Chem Anal Control Expo Risk Assess
1939-3210,1939-3210,1939-3229,Y,IM,Food Addit Contam Part B Surveill
1938-6400,1938-6400,1938-7636,Y,IM,Foot Ankle Spec
1976-9571,1976-9571,2092-9293,Y,IM,Genes Genomics
0016-6723,0016-6723,1469-5073,Y,IM,Genet Res (Camb)
1654-9880,1654-9716,1654-9880,Y,IM,Glob Health Action
NA,1658-3876,NA,Y,IM,Hematol Oncol Stem Cell Ther
1937-3333,1937-3333,1941-1189,Y,IM,IEEE Rev Biomed Eng
1939-1412,1939-1412,2329-4051,Y,IM,IEEE Trans Haptics
1753-8157,1753-8157,1753-8165,Y,IM,Inform Health Soc Care
1753-4259,1753-4259,1753-4267,Y,IM,Innate Immun
1878-013X,1755-599X,1878-013X,Y,N,Int Emerg Nurs
1756-1841,1756-1841,1756-185X,Y,IM,Int J Rheum Dis
1754-9507,1754-9507,1754-9515,Y,IM,Int J Speech Lang Pathol
1937-6448,1937-6448,NA,Y,IM,Int Rev Cell Mol Biol
1720-8424,NA,1824-7288,Y,IM,Ital J Pediatr
1876-7591,1936-878X,1876-7591,Y,IM,JACC Cardiovasc Imaging
1936-8798,1936-8798,1876-7605,Y,IM,JACC Cardiovasc Interv
2005-2901,2005-2901,2093-8152,Y,IM,J Acupunct Meridian Stud
1941-2711,1941-2711,1941-2703,Y,T,J Aerosol Med Pulm Drug Deliv
1864-063X,1864-063X,1864-0648,Y,IM,J Biophotonics
1937-5387,1937-5387,1937-5395,Y,IM,J Cardiovasc Transl Res
NA,1308-5727,1308-5735,Y,IM,J Clin Res Pediatr Endocrinol
1756-5391,NA,1756-5391,Y,IM,J Evid Based Med
1757-1146,NA,1757-1146,Y,IM,J Foot Ankle Res
2005-0380,2005-0380,2005-0399,Y,IM,J Gynecol Oncol
1756-8722,NA,1756-8722,Y,IM,J Hematol Oncol
1876-0341,1876-0341,1876-035X,Y,IM,J Infect Public Health
2005-3673,2005-3673,2093-758X,Y,IM,J Korean Acad Nurs
1754-9477,1754-9477,1754-9485,Y,IM,J Med Imaging Radiat Oncol
1876-7982,1939-8654,1876-7982,Y,IM,J Med Imaging Radiat Sci
1844-122X,1844-122X,1844-3117,Y,IM,J Med Life
1878-4429,1934-5798,1878-4429,Y,IM,J Neonatal Perinatal Med
1933-0707,1933-0707,1933-0715,Y,IM,J Neurosurg Pediatr
1989-1342,1888-4296,1989-1342,Y,IM,J Optom
1916-0208,1916-0208,1916-0216,Y,IM,J Otolaryngol Head Neck Surg
1757-2215,NA,1757-2215,Y,IM,J Ovarian Res
1874-5393,1874-5393,1875-8894,Y,IM,J Pediatr Rehabil Med
1874-3919,1874-3919,1876-7737,Y,IM,J Proteomics
1878-0180,1751-6161,1878-0180,Y,IM,J Mech Behav Biomed Mater
1874-7787,1874-7787,1876-7478,Y,IM,Mar Genomics
0928-4931,0928-4931,1873-0191,Y,IM,Mater Sci Eng C Mater Biol Appl
1937-0660,1937-0660,1947-3613,Y,IM,MD Advis
1844-4172,1844-4172,2066-8643,Y,IM,Med Ultrason
1756-6606,NA,1756-6606,Y,IM,Mol Brain
1755-098X,1755-098X,1755-0998,Y,IM,Mol Ecol Resour
1791-2997,1791-2997,1791-3004,Y,IM,Mol Med Rep
1674-2052,1674-2052,1752-9867,Y,IM,Mol Plant
1933-0219,1933-0219,1935-3456,Y,IM,Mucosal Immunol
1942-602X,1942-602X,1942-6038,Y,N,NASN Sch Nurse
2164-8344,2164-8344,2332-8363,Y,H,Natl Health Stat Report
1871-6784,1871-6784,1876-4347,Y,IM,N Biotechnol
1662-4025,1662-4025,1662-4033,Y,IM,Obes Facts
1865-1550,1865-1550,1865-1569,Y,IM,Oral Maxillofac Surg
1942-0994,1942-0900,1942-0994,Y,IM,Oxid Med Cell Longev
NA,NA,1937-8688,Y,IM,Pan Afr Med J
1756-3305,NA,1756-3305,Y,IM,Parasit Vectors
1178-1653,1178-1653,1178-1661,Y,IM,Patient
1875-9572,1875-9572,2212-1692,Y,IM,Pediatr Neonatol
1755-1471,1755-1471,1755-148X,Y,IM,Pigment Cell Melanoma Res
1940-3372,NA,1940-3372,Y,IM,Plant Genome
1942-7891,1942-7891,1942-7905,Y,IM,Popul Health Manag
1877-1173,1877-1173,1878-0814,Y,IM,Prog Mol Biol Transl Sci
1662-4246,1662-4246,1662-8063,Y,IM,Public Health Genomics
1865-0333,1865-0333,1865-0341,Y,IM,Radiol Phys Technol
1938-2464,1940-4921,1938-2464,Y,IM,Res Gerontol Nurs
1888-9891,1888-9891,1989-4600,Y,IM,Rev Psiquiatr Salud Ment
1888-4415,1888-4415,1988-8856,Y,IM,Rev Esp Cir Ortop Traumatol
1757-7241,NA,1757-7241,Y,IM,Scand J Trauma Resusc Emerg Med
1945-0877,1945-0877,1937-9145,Y,IM,Sci Signal
1875-9157,1875-9181,1875-9157,Y,IM,Surg Pathol Clin
1939-6368,1939-6368,1939-6376,Y,IM,Syst Biol Reprod Med
1937-3341,1937-3341,1937-335X,Y,IM,Tissue Eng Part A
1937-3368,1937-3368,1937-3376,Y,IM,Tissue Eng Part B Rev
1937-3384,1937-3384,1937-3392,Y,IM,Tissue Eng Part C Methods
1946-9837,1938-9736,1946-9837,Y,IM,Top Companion Anim Med
1865-1674,1865-1674,1865-1682,Y,IM,Transbound Emerg Dis
1939-0041,1939-5116,1939-0041,Y,IM,Wiley Interdiscip Rev Nanomed Nanobiotechnol
1865-9217,1865-9217,2212-0289,Y,IM,Z Evid Fortbild Qual Gesundhwes
1936-0851,1936-0851,1936-086X,Y,IM,ACS Nano
1940-0632,1940-0632,1940-0640,Y,IM,Addict Sci Clin Pract
1557-9883,1557-9883,1557-9891,Y,IM,Am J Mens Health
1932-8486,1932-8486,1932-8494,Y,IM,Anat Rec (Hoboken)
1935-9772,1935-9772,1935-9780,Y,IM,Anat Sci Educ
1751-7311,1751-7311,1751-732X,Y,IM,Animal
1976-1317,1976-1317,2093-7482,Y,IM,Asian Nurs Res (Korean Soc Nurs Sci)
1752-0363,1752-0363,1752-0371,Y,IM,Biomark Med
1874-270X,1874-2718,1874-270X,Y,IM,Biomol NMR Assign
1881-7815,1881-7815,1881-7823,Y,IM,Biosci Trends
1752-0509,NA,1752-0509,Y,IM,BMC Syst Biol
1931-7557,1931-7557,1931-7565,Y,IM,Brain Imaging Behav
1863-2653,1863-2653,1863-2661,Y,IM,Brain Struct Funct
1898-018X,NA,1897-5593,Y,IM,Cardiol J
1015-9657,1995-1892,1680-0745,Y,IM,Cardiovasc J Afr
1933-6918,1933-6918,1933-6926,Y,IM,Cell Adh Migr
1931-3128,1931-3128,1934-6069,Y,IM,Cell Host Microbe
1875-9777,1934-5909,1875-9777,Y,IM,Cell Stem Cell
1933-6950,1933-6950,1933-6969,Y,IM,Channels (Austin)
1752-6981,1752-6981,1752-699X,Y,IM,Clin Respir J
1752-296X,1752-296X,1752-2978,Y,IM,Curr Opin Endocrinol Diabetes Obes
1751-4258,1751-4258,1751-4266,Y,IM,Curr Opin Support Palliat Care
1938-8969,1941-7322,1938-8969,Y,IM,Curr Protoc Stem Cell Biol
1932-8451,1932-8451,1932-846X,Y,IM,Dev Neurobiol
1751-8423,1751-8423,1751-8431,Y,IM,Dev Neurorehabil
1871-4021,1871-4021,1878-0334,Y,IM,Diabetes Metab Syndr
1935-7893,1935-7893,1938-744X,Y,IM,Disaster Med Public Health Prep
1177-8881,NA,1177-8881,Y,IM,Drug Des Devel Ther
1872-3128,1872-3128,1874-0758,Y,IM,Drug Metab Lett
1751-7885,1751-7885,1751-7893,Y,IM,Early Interv Psychiatry
1863-9933,1863-9933,1863-9941,Y,IM,Eur J Trauma Emerg Surg
1751-2433,1751-2433,1751-2441,Y,IM,Expert Rev Clin Pharmacol
1747-4124,1747-4124,1747-4132,Y,IM,Expert Rev Gastroenterol Hepatol
1747-6348,1747-6348,1747-6356,Y,IM,Expert Rev Respir Med
1933-6934,1933-6934,1933-6942,Y,IM,Fly (Austin)
1872-4973,1872-4973,1878-0326,Y,IM,Forensic Sci Int Genet
1662-5110,NA,1662-5110,Y,IM,Front Neural Circuits
1863-6705,1863-6705,1863-6713,Y,IM,Gen Thorac Cardiovasc Surg
1976-2283,1976-2283,2005-1212,Y,IM,Gut Liver
1936-055X,1936-055X,1936-0568,Y,IM,Head Neck Pathol
1743-7199,1743-7199,1743-7202,Y,IM,Health Psychol Rev
1936-0533,1936-0533,1936-0541,Y,IM,Hepatol Int
1937-5867,1937-5867,2167-5112,Y,IM,HERD
1932-4545,1932-4545,1940-9990,Y,IM,IEEE Trans Biomed Circuits Syst
1932-4502,1932-4502,1936-3567,Y,IM,Integr Psychol Behav Sci
1934-9491,1934-9491,1934-9556,Y,IM,Intellect Dev Disabil
1751-5521,1751-5521,1751-553X,Y,IM,Int J Lab Hematol
1661-8556,1661-8556,1661-8564,Y,IM,Int J Public Health
1735-8582,1735-8582,1735-8604,Y,IM,Iran J Kidney Dis
1751-7362,1751-7362,1751-7370,Y,IM,ISME J
1932-0620,1932-0620,1935-3227,Y,IM,J Addict Med
1751-3758,1751-3758,1751-3766,Y,IM,J Biol Dyn
1752-7155,1752-7155,1752-7163,Y,IM,J Breath Res
1932-2259,1932-2259,1932-2267,Y,IM,J Cancer Surviv
1932-7501,1932-7501,1932-751X,Y,IM,J Cardiopulm Rehabil Prev
1876-861X,1934-5925,1876-861X,Y,IM,J Cardiovasc Comput Tomogr
1876-4789,1933-2874,NA,Y,IM,J Clin Lipidol
1873-9946,1873-9946,1876-4479,Y,IM,J Crohns Colitis
1932-2968,NA,1932-2968,Y,IM,J Diabetes Sci Technol
1751-2972,1751-2972,1751-2980,Y,IM,J Dig Dis
1752-928X,1752-928X,1878-7487,Y,IM,J Forensic Leg Med
NA,1941-6628,1941-6636,Y,IM,J Gastrointest Cancer
1673-8527,1673-8527,NA,Y,IM,J Genet Genomics
0266-7681,1753-1934,2043-6289,Y,IM,J Hand Surg Eur Vol
1972-2680,2036-6590,1972-2680,Y,IM,J Infect Dev Ctries
1752-1947,NA,1752-1947,Y,IM,J Med Case Rep
1748-6645,1748-6645,1748-6653,Y,IM,J Neuropsychol
1943-0922,NA,1943-0922,Y,IM,J Radiol Case Rep
1863-2483,1863-2483,1863-2491,Y,IM,J Robot Surg
1937-1888,1937-1888,1938-4114,Y,IM,J Stud Alcohol Drugs
1878-7452,1931-7204,1878-7452,Y,IM,J Surg Educ
1932-6254,1932-6254,1932-7005,Y,IM,J Tissue Eng Regen Med
1876-7931,1971-3495,1876-7931,Y,IM,J Ultrasound
1751-1879,1751-1879,1751-1887,Y,H,Leadersh Health Serv (Bradf Engl)
1751-7915,NA,1751-7915,Y,IM,Microb Biotechnol
1574-7891,1574-7891,1878-0261,Y,IM,Mol Oncol
1743-5390,1743-5390,1743-5404,Y,IM,Nanotoxicology
1941-4935,1941-4935,1941-4927,Y,IM,NCHS Data Brief
1661-7800,1661-7800,1661-7819,Y,IM,Neonatology
1878-7479,1933-7213,1878-7479,Y,IM,Neurotherapeutics
1751-4851,1751-4851,1751-486X,Y,N,Nurs Womens Health
1871-403X,1871-403X,NA,Y,IM,Obes Res Clin Pract
2083-8441,2081-237X,2083-8441,Y,IM,Pediatr Endocrinol Diabetes Metab
1932-8621,1932-8621,1932-863X,Y,IM,Personal Ment Health
1935-2727,1935-2727,1935-2735,Y,IM,PLoS Negl Trop Dis
1933-6896,1933-6896,1933-690X,Y,IM,Prion
1932-8087,1932-8087,1932-8095,Y,N,Prof Case Manag
1862-8346,1862-8346,1862-8354,Y,IM,Proteomics Clin Appl
1872-2083,1872-2083,2212-4012,Y,IM,Recent Pat Biotechnol
1872-2113,1872-2113,2212-4039,Y,IM,Recent Pat Drug Deliv Formul
1872-2148,1872-2148,2212-3334,Y,IM,Recent Pat Endocr Metab Immune Drug Discov
1872-213X,1872-213X,NA,Y,IM,Recent Pat Inflamm Allergy Drug Discov
1872-2105,1872-2105,2212-4020,Y,IM,Recent Pat Nanotechnol
1933-7191,1933-7191,1933-7205,Y,IM,Reprod Sci
1935-1089,1935-1089,1937-1578,Y,IM,Retin Cases Brief Rep
1863-2297,1863-2297,1863-2300,Y,IM,Semin Immunopathol
1661-5425,1661-5425,1661-5433,Y,IM,Sex Dev
1937-190X,1937-1918,1937-190X,Y,H,Soc Work Public Health
1873-5061,1873-5061,1876-7753,Y,IM,Stem Cell Res
1753-9447,1753-9447,1753-9455,Y,IM,Ther Adv Cardiovasc Dis
1753-4658,1753-4658,1753-4666,Y,IM,Ther Adv Respir Dis
1995-820X,1674-0769,1995-820X,Y,IM,Virol Sin
1936-900X,1936-900X,1936-9018,Y,IM,West J Emerg Med
1864-6697,1864-6697,1864-6743,Y,IM,Z Orthop Unfall
1863-1959,1863-1959,1863-2378,Y,IM,Zoonoses Public Health
1559-7768,1559-7768,1559-7776,Y,N,AACN Adv Crit Care
1554-8929,1554-8929,1554-8937,Y,IM,ACS Chem Biol
1840-1848,1840-1848,1840-2879,Y,IM,Acta Med Acad
1748-1708,1748-1708,1748-1716,Y,IM,Acta Physiol (Oxf)
1748-2941,1748-2941,1748-295X,Y,IM,Acute Card Care
1931-4485,1931-4485,1931-4493,Y,IM,Adv Emerg Nurs J
1896-1126,1896-1126,1898-4002,Y,IM,Adv Med Sci
1932-2275,1932-2275,NA,Y,IM,Anesthesiol Clin
1553-4006,1553-4006,1553-4014,Y,IM,Annu Rev Pathol
1871-5206,1871-5206,1875-5992,Y,IM,Anticancer Agents Med Chem
1871-5230,1871-5230,1875-614X,Y,IM,Antiinflamm Antiallergy Agents Med Chem
1715-5312,1715-5312,1715-5320,Y,IM,Appl Physiol Nutr Metab
NA,1862-3522,1862-3514,Y,IM,Arch Osteoporos
1748-3182,1748-3182,1748-3190,Y,IM,Bioinspir Biomim
1559-4106,1934-8630,1559-4106,Y,IM,Biointerphases
1745-6150,NA,1745-6150,Y,IM,Biol Direct
1748-6041,1748-6041,1748-605X,Y,IM,Biomed Mater
1860-6768,1860-6768,1860-7314,Y,IM,Biotechnol J
1556-8253,1556-8253,1556-8342,Y,IM,Breastfeed Med
1871-5257,1871-5257,1875-6182,Y,IM,Cardiovasc Hematol Agents Med Chem
1871-529X,1871-529X,2212-4063,Y,IM,Cardiovasc Hematol Disord Drug Targets
1931-7913,NA,1931-7913,Y,IM,CBE Life Sci Educ
1871-5249,1871-5249,1875-6166,Y,IM,Cent Nerv Syst Agents Med Chem
1747-0277,1747-0277,1747-0285,Y,IM,Chem Biol Drug Des
1861-471X,1861-4728,1861-471X,Y,IM,Chem Asian J
1860-7179,1860-7179,1860-7187,Y,IM,ChemMedChem
1176-9092,1176-9092,1178-1998,Y,IM,Clin Interv Aging
1555-9041,1555-9041,1555-905X,Y,IM,Clin J Am Soc Nephrol
1861-0684,1861-0684,1861-0692,Y,IM,Clin Res Cardiol
1861-0706,1861-0706,1861-0714,Y,IM,Clin Res Cardiol Suppl
1871-5273,1871-5273,1996-3181,Y,IM,CNS Neurol Disord Drug Targets
1744-117X,1744-117X,1878-0407,Y,IM,Comp Biochem Physiol Part D Genomics Proteomics
