issn,journal_title,issn_cr,Source title,Source type,ASJC field IDs,Year,Citing source,P,IPP,IPP (lower bound),IPP (upper bound),SNIP.x,SNIP (lower bound),SNIP (upper bound),% self cit,issn_type,year_founded,year_OA_initiated,year_reverse_flipped,OA_content_still_OA,journal_location,prev. publisher,journal_name,publisher,oa_model,apc_pre,apc_post,apc_now,evidence,evidence_II,evidence_III,Comment,Discipline,SNIP.y,najko,mikael,included in OAD,X__1,Has been a subscription journal before OA?,Founded before 1985? (Assumed to have been subscr. based if founded before that),Link evidence of subscription-based past,Link evidence of born oa-based past,Flipped OA,Born OA,id
1895-7455,Acta Geophysica,1895-6572,Acta Geophysica,Journal,1908,2014,1,240,1.07083333333333,0.895833333333333,1.2625,0.914540178651173,0.69274031559126,1.15598068286239,0.0856031128404669,Print ISSN,1953,NA,2017,NA,Poland,"Institute of Geophysics, Polish Academy of Sciences & Polish Academy of Sciences",Acta Geophysica,Springer Nature,Hybrid,0.0,3000.0,3000.0,DOAJ check,Manual Check,NA,NA,PSM,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1895-7455
1895-7455,Acta Geophysica,1895-6572,Acta Geophysica,Journal,1908,2015,1,252,1.11111111111111,0.924603174603175,1.28968253968254,0.928208794066291,0.751762017584302,1.09769947364631,0.164285714285714,Print ISSN,1953,NA,2017,NA,Poland,"Institute of Geophysics, Polish Academy of Sciences & Polish Academy of Sciences",Acta Geophysica,Springer Nature,Hybrid,0.0,3000.0,3000.0,DOAJ check,Manual Check,NA,NA,PSM,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1895-7455
1895-7455,Acta Geophysica,1895-6572,Acta Geophysica,Journal,1908,2016,1,244,1.11885245901639,0.930327868852459,1.33606557377049,0.972633320637486,0.804874468678134,1.16663172104954,0.223443223443223,Print ISSN,1953,NA,2017,NA,Poland,"Institute of Geophysics, Polish Academy of Sciences & Polish Academy of Sciences",Acta Geophysica,Springer Nature,Hybrid,0.0,3000.0,3000.0,DOAJ check,Manual Check,NA,NA,PSM,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1895-7455
1895-7455,Acta Geophysica,1895-6572,Acta Geophysica,Journal,1908,2017,1,289,0.768166089965398,0.636678200692042,0.916955017301038,0.567955802224121,0.452102809005428,0.69390930016713,0.193693693693694,Print ISSN,1953,NA,2017,NA,Poland,"Institute of Geophysics, Polish Academy of Sciences & Polish Academy of Sciences",Acta Geophysica,Springer Nature,Hybrid,0.0,3000.0,3000.0,DOAJ check,Manual Check,NA,NA,PSM,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1895-7455
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2001,0,5,0,0,0,0,0,0,0,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2002,0,10,0,0,0,0,0,0,0,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2003,1,28,0.107142857142857,0,0.214285714285714,0.0810087348548887,0,0.197458791208791,1,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2004,1,138,0.173913043478261,0.115942028985507,0.246376811594203,0.233889060853785,0.120550942962571,0.383883853151071,0.25,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2005,1,259,0.355212355212355,0.274131274131274,0.432432432432432,0.455817651256596,0.322117078001308,0.592831808316062,0.369565217391304,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2006,1,396,0.373737373737374,0.310606060606061,0.444444444444444,0.402152868904319,0.308090132270807,0.506387128447968,0.277027027027027,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2007,1,431,0.28538283062645,0.22969837587007,0.350348027842227,0.297486143786,0.219286297987781,0.382908206837149,0.24390243902439,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2008,1,469,0.339019189765458,0.279317697228145,0.409381663113006,0.344497897462534,0.266053733691766,0.439074760596432,0.176100628930818,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2009,1,426,0.42018779342723,0.356807511737089,0.490610328638498,0.419251218086949,0.319001835984913,0.533137879502561,0.23463687150838,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2010,1,452,0.504424778761062,0.429203539823009,0.599557522123894,0.495413334965849,0.392066674101053,0.60688967671277,0.324561403508772,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2011,1,455,0.441758241758242,0.353846153846154,0.538461538461538,0.388954423795615,0.286701980923275,0.499429754959874,0.139303482587065,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2012,1,431,0.788863109048724,0.675174013921114,0.930394431554524,0.587586977876384,0.47522662813643,0.711878857444238,0.267647058823529,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2013,1,343,0.892128279883382,0.731778425655977,1.08163265306122,0.573029187290887,0.45898019009155,0.707193233491149,0.313725490196078,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2014,1,270,1.12222222222222,0.933333333333333,1.32222222222222,0.693233911153833,0.552067441554234,0.842870861789701,0.297029702970297,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2015,1,281,0.907473309608541,0.747330960854093,1.08896797153025,0.565270591180886,0.437295418126931,0.732537346582698,0.254901960784314,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2016,1,285,1.0140350877193,0.856140350877193,1.17543859649123,0.54607021060895,0.456043466539899,0.644896215994841,0.249134948096886,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
0210-4806,Actas Urológicas Españolas,0210-4806,Actas Urologicas Espanolas,Journal,2748,2017,1,272,0.963235294117647,0.8125,1.11029411764706,0.46653808014182,0.373277130554736,0.553002964887003,0.347328244274809,Print ISSN,1977,NA,2012,NA,Spain,Asociación Española de Urología,Actas Urologicas Espanolas,Elsevier,Subscription,N/A,-,-,Scopus 2014-2018 Check,DOAJ 2012-2014 check,Manual Check,NA,SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0210-4806
1896-1126,Advances in Medical Sciences,1896-1126,Advances in Medical Sciences,Journal,2700,2007,0,1,0,0,0,0,0,0,0,Print ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1896-1126,Advances in Medical Sciences,Journal,2700,2008,0,1,0,0,0,0,0,0,0,Print ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1896-1126,Advances in Medical Sciences,Journal,2700,2009,0,2,1,0,2,0.199998789243641,0,0.399997578487281,0,Print ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1896-1126,Advances in Medical Sciences,Journal,2700,2010,0,38,0.736842105263158,0.263157894736842,1.34210526315789,0.298733772893278,0.0713340358552255,0.605882887646403,0,Print ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1896-1126,Advances in Medical Sciences,Journal,2700,2011,1,91,1.24175824175824,0.857142857142857,1.69230769230769,0.610336184108929,0.370068008156388,0.899900696350721,0.0353982300884956,Print ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1896-1126,Advances in Medical Sciences,Journal,2700,2012,1,145,1.11724137931034,0.855172413793103,1.40689655172414,0.61025232953452,0.396752380871243,0.85625495640873,0.0123456790123457,Print ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1896-1126,Advances in Medical Sciences,Journal,2700,2013,1,163,1.25766871165644,1,1.52760736196319,0.499166291536914,0.389594259430296,0.631996644941524,0.0341463414634146,Print ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1896-1126,Advances in Medical Sciences,Journal,2700,2014,1,169,1.43195266272189,1.14792899408284,1.73372781065089,0.690646193935679,0.542325088896891,0.866334378394247,0.0289256198347107,Print ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1896-1126,Advances in Medical Sciences,Journal,2700,2015,1,169,1.42603550295858,1.15976331360947,1.69822485207101,0.608501478205337,0.477587265302821,0.748473236919803,0.033195020746888,Print ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1896-1126,Advances in Medical Sciences,Journal,2700,2016,1,169,1.4792899408284,1.2189349112426,1.78698224852071,0.64266659670651,0.512787133231588,0.781045699679392,0.008,Print ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1896-1126,Advances in Medical Sciences,Journal,2700,2017,1,165,1.81818181818182,1.46060606060606,2.17575757575758,0.635282659165464,0.506062191022455,0.768032710681826,0.02,Print ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1898-4002,Advances in Medical Sciences,Journal,2700,2007,0,1,0,0,0,0,0,0,0,Electronic ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1898-4002,Advances in Medical Sciences,Journal,2700,2008,0,1,0,0,0,0,0,0,0,Electronic ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1898-4002,Advances in Medical Sciences,Journal,2700,2009,0,2,1,0,2,0.199998789243641,0,0.399997578487281,0,Electronic ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1898-4002,Advances in Medical Sciences,Journal,2700,2010,0,38,0.736842105263158,0.263157894736842,1.34210526315789,0.298733772893278,0.0713340358552255,0.605882887646403,0,Electronic ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1898-4002,Advances in Medical Sciences,Journal,2700,2011,1,91,1.24175824175824,0.857142857142857,1.69230769230769,0.610336184108929,0.370068008156388,0.899900696350721,0.0353982300884956,Electronic ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1898-4002,Advances in Medical Sciences,Journal,2700,2012,1,145,1.11724137931034,0.855172413793103,1.40689655172414,0.61025232953452,0.396752380871243,0.85625495640873,0.0123456790123457,Electronic ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1898-4002,Advances in Medical Sciences,Journal,2700,2013,1,163,1.25766871165644,1,1.52760736196319,0.499166291536914,0.389594259430296,0.631996644941524,0.0341463414634146,Electronic ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1898-4002,Advances in Medical Sciences,Journal,2700,2014,1,169,1.43195266272189,1.14792899408284,1.73372781065089,0.690646193935679,0.542325088896891,0.866334378394247,0.0289256198347107,Electronic ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1898-4002,Advances in Medical Sciences,Journal,2700,2015,1,169,1.42603550295858,1.15976331360947,1.69822485207101,0.608501478205337,0.477587265302821,0.748473236919803,0.033195020746888,Electronic ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1898-4002,Advances in Medical Sciences,Journal,2700,2016,1,169,1.4792899408284,1.2189349112426,1.78698224852071,0.64266659670651,0.512787133231588,0.781045699679392,0.008,Electronic ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1896-1126,Advances in Medical Sciences,1898-4002,Advances in Medical Sciences,Journal,2700,2017,1,165,1.81818181818182,1.46060606060606,2.17575757575758,0.635282659165464,0.506062191022455,0.768032710681826,0.02,Electronic ISSN,1956,NA,2014,NA,Poland,Medical University of Bialystok,Advances in Medical Sciences,Elsevier BV,Hybrid,0.0,300.0,1200.0,DOAJ check,Manual Check,NA,Hybrid since 2016,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1896-1126
1872-5457,African Diaspora,1872-5465,African Diaspora,Book Series,1202; 1203; 3310; 3312; 3316,2009,0,6,0.166666666666667,0,0.5,0.0800865800865801,0,0.24025974025974,0,Electronic ISSN,2008,NA,2015,NA,-,-,African Diaspora,Brill Academic Publishers,Hybrid,1360.0,2745.0,1600.0,DOAJ check,Manual Check,NA,NA,SSH,NA,NA,NA,NA,NA,NA,0,"https://web.archive.org/web/20181211134628/https://brill.com/view/journals/afdi/afdi-overview.xml ""From 2012 - 2014 this is a full Open Access journal, which means that all articles are freely available, ensuring maximum, worldwide dissemination of content.""",NA,1,0,1872-5457
1872-5457,African Diaspora,1872-5465,African Diaspora,Book Series,1202; 1203; 3310; 3312; 3316,2010,0,16,0.6875,0.25,1.125,3.09480875458812,1.13058035714286,5.21503874276983,0,Electronic ISSN,2008,NA,2015,NA,-,-,African Diaspora,Brill Academic Publishers,Hybrid,1360.0,2745.0,1600.0,DOAJ check,Manual Check,NA,NA,SSH,NA,NA,NA,NA,NA,NA,0,"https://web.archive.org/web/20181211134628/https://brill.com/view/journals/afdi/afdi-overview.xml ""From 2012 - 2014 this is a full Open Access journal, which means that all articles are freely available, ensuring maximum, worldwide dissemination of content.""",NA,1,0,1872-5457
1872-5457,African Diaspora,1872-5465,African Diaspora,Book Series,1202; 1203; 3310; 3312; 3316,2011,1,27,1.18518518518519,0.62962962962963,1.74074074074074,2.08165096372114,1.09484614151281,3.15775144608478,0.21875,Electronic ISSN,2008,NA,2015,NA,-,-,African Diaspora,Brill Academic Publishers,Hybrid,1360.0,2745.0,1600.0,DOAJ check,Manual Check,NA,NA,SSH,NA,NA,NA,NA,NA,NA,0,"https://web.archive.org/web/20181211134628/https://brill.com/view/journals/afdi/afdi-overview.xml ""From 2012 - 2014 this is a full Open Access journal, which means that all articles are freely available, ensuring maximum, worldwide dissemination of content.""",NA,1,0,1872-5457
1872-5457,African Diaspora,1872-5465,African Diaspora,Book Series,1202; 1203; 3310; 3312; 3316,2012,1,31,0.225806451612903,0.0967741935483871,0.354838709677419,0.375297721467794,0.0707490793665576,0.75319639719462,0.142857142857143,Electronic ISSN,2008,NA,2015,NA,-,-,African Diaspora,Brill Academic Publishers,Hybrid,1360.0,2745.0,1600.0,DOAJ check,Manual Check,NA,NA,SSH,NA,NA,NA,NA,NA,NA,0,"https://web.archive.org/web/20181211134628/https://brill.com/view/journals/afdi/afdi-overview.xml ""From 2012 - 2014 this is a full Open Access journal, which means that all articles are freely available, ensuring maximum, worldwide dissemination of content.""",NA,1,0,1872-5457
